utterance,visId,gt,dataset,gtId,id
"Please create a scatterplot showing height and children, with mark shape encodings for parties.",exp-243,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'children', 'type': 'quantitative', 'scale': {'zero': False}}, 'y': {'field': 'height', 'type': 'quantitative', 'scale': {'zero': False}}, 'color': {'field': 'party', 'type': 'nominal'}, 'shape': {'field': 'party', 'type': 'nominal'}}, 'data': {'url': 'presidents.json'}}",presidents,exp-243,exp-243
Generate a histogram with binned sells on the x-axis and count on the y-axis.,exp-244,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'sell', 'type': 'ordinal'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'currency.json'}}",currency,exp-244,exp-244
"Can you draw a vertical box plot to compare the distribution of buying for different currency, colored by currency? ",exp-245,"{'mark': {'type': 'boxplot'}, 'encoding': {'x': {'field': 'currency', 'type': 'nominal'}, 'color': {'field': 'currency', 'type': 'nominal', 'legend': None}, 'y': {'field': 'buying', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'currency.json'}}",currency,exp-245,exp-245
A scatterplot of windspeed and registered values.,exp-246,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'windspeed', 'type': 'quantitative'}, 'y': {'field': 'registered', 'type': 'quantitative'}}, 'data': {'url': 'yulu_bike_sharing_dataset.json'}}",yulu_bike_sharing_dataset,exp-246,exp-246
Generate a heatmap of low and open values with marginal histograms indicating the counts along the x and y dimension.,exp-247,"{'spacing': 15, 'bounds': 'flush', 'vconcat': [{'mark': 'bar', 'height': 60, 'encoding': {'x': {'bin': True, 'field': 'low', 'axis': None}, 'y': {'aggregate': 'count'}}}, {'spacing': 15, 'bounds': 'flush', 'hconcat': [{'mark': 'rect', 'encoding': {'x': {'bin': True, 'field': 'low'}, 'y': {'bin': True, 'field': 'open'}, 'color': {'aggregate': 'count'}}}, {'mark': 'bar', 'width': 60, 'encoding': {'y': {'bin': True, 'field': 'open', 'axis': None}, 'x': {'aggregate': 'count'}}}]}], 'config': {'view': {'stroke': 'transparent'}}, 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-247,exp-247
"Draw a point graph with penalty_goal on the x-axis, poss_lost_all on the y-axis, and binned penalty_faced on the color.",exp-248,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'penalty_goal', 'type': 'quantitative'}, 'y': {'field': 'poss_lost_all', 'type': 'quantitative'}, 'color': {'bin': True, 'field': 'penalty_faced'}}, 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-248,exp-248
A strip plot of Jun values.,exp-249,"{'mark': {'type': 'tick'}, 'encoding': {'x': {'field': 'jun', 'type': 'quantitative'}}, 'data': {'url': 'rainfaLLIndia.json'}}",rainfallindia,exp-249,exp-249
"Draw a graph that plots assist_per_game on the x-axis, blocks_per_game on the y-axis, and uses the opacity of points to indicate the binned pts_won.",exp-250,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'assist_per_game', 'type': 'quantitative'}, 'y': {'field': 'blocks_per_game', 'type': 'quantitative'}, 'opacity': {'bin': True, 'field': 'pts_won'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-250,exp-250
Create a bar chart that displays the mean of player ids versus gold.,exp-251,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'gold'}, 'y': {'aggregate': 'mean', 'field': 'player id'}}, 'data': {'url': 'ROV.json'}}",rov,exp-251,exp-251
Present a boxplot with tooltips showcasing the distribution of ranks by different teams? ,exp-252,"{'mark': {'type': 'boxplot'}, 'encoding': {'y': {'field': 'teamname', 'type': 'nominal'}, 'x': {'field': 'rank', 'type': 'quantitative', 'scale': {'zero': False}}, 'tooltip': {'field': 'rank', 'type': 'quantitative'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-252,exp-252
Can you draw a histogram of obs values with at most 20 bins?,exp-253,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': {'maxbins': 20}, 'field': 'obs_value'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'prc_hpi_a__custom_5188771_page_linear.json'}}",prc_hpi_a__custom_5188771_page_linear,exp-253,exp-253
"Visualize the correlation between jun, sep, and binned aug.",exp-254,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'sep', 'type': 'quantitative'}, 'y': {'field': 'jun', 'type': 'quantitative'}, 'color': {'bin': True, 'field': 'aug'}}, 'data': {'url': 'rainfaLLIndia.json'}}",rainfallindia,exp-254,exp-254
"Generate a vertical box plot to display the distribution of adj_o_rank for conferences, with the colors indicating conferences?",exp-255,"{'mark': {'type': 'boxplot'}, 'encoding': {'x': {'field': 'conference', 'type': 'nominal'}, 'color': {'field': 'conference', 'type': 'nominal', 'legend': None}, 'y': {'field': 'adj_o_rank', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-255,exp-255
"Construct a histogram of positions, bar width set at 20!",exp-256,"{'width': {'step': 20}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'position'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'ROV.json'}}",rov,exp-256,exp-256
A scatterplot without grids comparing robbery and police_assault.,exp-257,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'robbery ', 'type': 'quantitative'}, 'y': {'field': 'police_assault', 'type': 'quantitative'}}, 'config': {'axis': {'domain': False, 'grid': False}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-257,exp-257
Draw a vertical area chart to illustrate the mean humidity over time!,exp-258,"{'mark': {'type': 'area', 'interpolate': 'monotone'}, 'encoding': {'x': {'aggregate': 'mean', 'field': 'humidity'}, 'y': {'timeUnit': 'year', 'field': 'datetime'}}, 'data': {'url': 'yulu_bike_sharing_dataset.json'}}",yulu_bike_sharing_dataset,exp-258,exp-258
Would you be able to draw a visualization that displays the minimum and maximum quantity for the various kinds of segments?,exp-259,"{'mark': {'type': 'rule'}, 'encoding': {'x': {'field': 'segment'}, 'y': {'field': 'quantity', 'aggregate': 'min'}, 'y2': {'field': 'quantity', 'aggregate': 'max'}}, 'data': {'url': 'SampleSuperstore.json'}}",samplesuperstore,exp-259,exp-259
Create a heatmap showing the distribution of zero values and match values with text on each cell showing the count.,exp-260,"{'transform': [{'aggregate': [{'op': 'count', 'as': 'num'}], 'groupby': ['zeros', 'match']}], 'encoding': {'y': {'field': 'zeros', 'type': 'ordinal'}, 'x': {'field': 'match', 'type': 'ordinal'}}, 'layer': [{'mark': 'rect', 'encoding': {'color': {'field': 'num', 'type': 'quantitative', 'legend': {'direction': 'horizontal', 'gradientLength': 120}}}}, {'mark': 'text', 'encoding': {'text': {'field': 'num', 'type': 'quantitative'}, 'color': {'condition': {'test': ""datum['num'] < 40"", 'value': 'black'}, 'value': 'white'}}}], 'config': {'axis': {'grid': True, 'tickBand': 'extent'}}, 'data': {'url': 'world_cup_2007.json'}}",world_cup_2007,exp-260,exp-260
Generate a min-max vertical box plot to compare prices across different teams.,exp-261,"{'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'team', 'type': 'nominal'}, 'color': {'field': 'team', 'type': 'nominal', 'legend': None}, 'y': {'field': 'price (us$)', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'auction_2023.json'}}",auction_2023,exp-261,exp-261
Create a pie chart that displays the total amount of ground_duel_won for each feet type and text labels feet types.,exp-262,"{'encoding': {'theta': {'field': 'ground_duel_won', 'type': 'quantitative', 'stack': True, 'aggregate': 'sum'}, 'color': {'field': 'foot', 'type': 'nominal', 'legend': None}}, 'layer': [{'mark': {'type': 'arc', 'outerRadius': 80}}, {'mark': {'type': 'text', 'radius': 90}, 'encoding': {'text': {'field': 'foot', 'type': 'nominal'}}}], 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-262,exp-262
Create a visualization that uses line charts to show burglary across date with different stroke dash for each area.,exp-263,"{'mark': {'type': 'line'}, 'encoding': {'x': {'field': 'year', 'type': 'temporal'}, 'y': {'field': 'burglary', 'type': 'quantitative'}, 'strokeDash': {'field': 'area_name', 'type': 'nominal'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-263,exp-263
"Draw a heatmap with foot types on x, position on y, and mean goals on color.",exp-264,"{'mark': {'type': 'rect'}, 'encoding': {'y': {'field': 'foot', 'type': 'nominal'}, 'x': {'field': 'position', 'type': 'ordinal'}, 'color': {'aggregate': 'mean', 'field': 'goals'}}, 'config': {'axis': {'grid': True, 'tickBand': 'extent'}}, 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-264,exp-264
A point graph with latitude on x axis.,exp-265,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'latitude', 'type': 'quantitative'}}, 'data': {'url': 'NYPD_Shooting_Incident_Data__Year_To_Date_.json'}}",nypd_shooting_incident_data__year_to_date_,exp-265,exp-265
Please create a vertical histogram of sos_adj_o_rank with a red line showing the mean.,exp-266,"{'layer': [{'mark': 'bar', 'encoding': {'x': {'field': 'sos_adj_o_rank', 'bin': True}, 'y': {'aggregate': 'count'}}}, {'mark': 'rule', 'encoding': {'x': {'aggregate': 'mean', 'field': 'sos_adj_o_rank'}, 'color': {'value': 'red'}, 'size': {'value': 5}}}], 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-266,exp-266
Create a pie chart that illustrates the distribution of tvs.,exp-267,"{'mark': {'type': 'arc'}, 'encoding': {'theta': {'type': 'quantitative', 'aggregate': 'count'}, 'color': {'field': 'tv', 'type': 'nominal'}}, 'data': {'url': 'schedule.json'}}",schedule,exp-267,exp-267
Generate a heatmap and marginal histograms to show the distribution of s_tier and silver.,exp-268,"{'spacing': 15, 'bounds': 'flush', 'vconcat': [{'mark': 'bar', 'height': 60, 'encoding': {'x': {'bin': True, 'field': 's_tier', 'axis': None}, 'y': {'aggregate': 'count'}}}, {'spacing': 15, 'bounds': 'flush', 'hconcat': [{'mark': 'rect', 'encoding': {'x': {'bin': True, 'field': 's_tier'}, 'y': {'bin': True, 'field': 'silver'}, 'color': {'aggregate': 'count'}}}, {'mark': 'bar', 'width': 60, 'encoding': {'y': {'bin': True, 'field': 'silver', 'axis': None}, 'x': {'aggregate': 'count'}}}]}], 'config': {'view': {'stroke': 'transparent'}}, 'data': {'url': 'Valorant_pc_game_players.json'}}",valorant_pc_game_players,exp-268,exp-268
"Create a scatterplot with the assessed values on the y-axis and the retention cost on the x-axis, with no grid lines. ",exp-269,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'retention cost', 'type': 'quantitative'}, 'y': {'field': 'assessed value', 'type': 'quantitative'}}, 'config': {'axis': {'domain': False, 'grid': False}}, 'data': {'url': 'Refined_TK_data.json'}}",refined_tk_data,exp-269,exp-269
Draw a histogram of the obs values with a bin space of 3?,exp-270,"{'mark': {'type': 'bar', 'binSpacing': 3}, 'encoding': {'x': {'bin': True, 'field': 'obs_value'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'prc_hpi_a__custom_5188771_page_linear.json'}}",prc_hpi_a__custom_5188771_page_linear,exp-270,exp-270
Would you please create a histogram with murder binned on the x-axis and count on the y-axis?,exp-271,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'murder', 'type': 'ordinal'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-271,exp-271
Draw a vertical box plot of grooming.,exp-272,"{'mark': {'type': 'boxplot'}, 'encoding': {'y': {'field': 'grooming', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'cat_breeds.json'}}",cat_breeds,exp-272,exp-272
Draw an error bar chart to illustrate low values over time.,exp-273,"{'layer': [{'mark': {'type': 'errorband', 'extent': 'ci', 'borders': True}, 'encoding': {'y': {'field': 'low', 'type': 'quantitative', 'scale': {'zero': False}}, 'x': {'timeUnit': 'year', 'field': 'date'}}}], 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-273,exp-273
Construct a histogram to depict the price (us).,exp-274,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'price (us$)'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'auction_2023.json'}}",auction_2023,exp-274,exp-274
"Create a scatterplot that plots riot on the x-axis, theft on the y-axis, and color the points by recovery_cases_smuggling.",exp-275,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'riot ', 'type': 'quantitative'}, 'y': {'field': 'theft', 'type': 'quantitative'}, 'color': {'field': 'recovery_cases_smuggling', 'type': 'quantitative'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-275,exp-275
Could you show the gbp versus the date on an area chart with gradient?,exp-276,"{'mark': {'type': 'area', 'line': {'color': 'darkgreen'}, 'color': {'x1': 1, 'y1': 1, 'x2': 1, 'y2': 0, 'gradient': 'linear', 'stops': [{'offset': 0, 'color': 'white'}, {'offset': 1, 'color': 'darkgreen'}]}}, 'encoding': {'x': {'field': 'date', 'type': 'temporal'}, 'y': {'field': 'gbp (pm)', 'type': 'quantitative'}}, 'data': {'url': 'LBMA-GOLD.json'}}",lbma-gold,exp-276,exp-276
Please create a visualization of the relationship between retention cost and assessed value using square marks.,exp-277,"{'mark': {'type': 'square'}, 'encoding': {'x': {'field': 'retention cost', 'type': 'quantitative'}, 'y': {'field': 'assessed value', 'type': 'quantitative'}}, 'data': {'url': 'Refined_TK_data.json'}}",refined_tk_data,exp-277,exp-277
"Draw a graph showing the relationship between video counts and subscriber counts, using orange rectangles as marks.",exp-278,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'video_count', 'type': 'quantitative'}, 'y': {'field': 'subscriber_count', 'type': 'quantitative'}, 'color': {'value': '#ff9900'}, 'shape': {'value': 'square'}}, 'data': {'url': 'top-300-youtube-channels.json'}}",top-300-youtube-channels,exp-278,exp-278
"Create an error bar visualization that shows the mean and confidence interval of version numbers for each template type, with black points indicating the mean value.",exp-279,"{'layer': [{'mark': {'type': 'errorbar', 'extent': 'ci'}, 'encoding': {'x': {'field': 'version_number', 'type': 'quantitative', 'scale': {'zero': False}}, 'y': {'field': 'template_type_code', 'type': 'ordinal'}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'x': {'field': 'version_number', 'type': 'quantitative', 'aggregate': 'mean'}, 'y': {'field': 'template_type_code', 'type': 'ordinal'}}}], 'data': {'url': 'templates.json'}}",templates,exp-279,exp-279
Show the usd (pm) at the time using an area chart with a gradient?,exp-280,"{'mark': {'type': 'area', 'line': {'color': 'darkgreen'}, 'color': {'x1': 1, 'y1': 1, 'x2': 1, 'y2': 0, 'gradient': 'linear', 'stops': [{'offset': 0, 'color': 'white'}, {'offset': 1, 'color': 'darkgreen'}]}}, 'encoding': {'x': {'field': 'date', 'type': 'temporal'}, 'y': {'field': 'usd (pm)', 'type': 'quantitative'}}, 'data': {'url': 'LBMA-GOLD.json'}}",lbma-gold,exp-280,exp-280
Can you visualize the distributions of adj_d for each conferences by plotting box plots?,exp-281,"{'mark': {'type': 'boxplot'}, 'encoding': {'y': {'field': 'conference', 'type': 'nominal'}, 'x': {'field': 'adj_d', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-281,exp-281
Draw a vertical error bar visualization of ncaa ids for each division with black points indicating the mean value? ,exp-282,"{'layer': [{'mark': 'errorbar', 'encoding': {'y': {'field': 'ncaa_id', 'type': 'quantitative', 'scale': {'zero': False}}, 'x': {'field': 'division', 'type': 'ordinal'}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'y': {'field': 'ncaa_id', 'type': 'quantitative', 'aggregate': 'mean'}, 'x': {'field': 'division', 'type': 'ordinal'}}}], 'data': {'url': 'teams.json'}}",teams,exp-282,exp-282
Plot a bar chart showing the mean of postal codes versus quantities?,exp-283,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'quantity'}, 'y': {'aggregate': 'mean', 'field': 'postal code'}}, 'data': {'url': 'SampleSuperstore.json'}}",samplesuperstore,exp-283,exp-283
An area graph depicting the cumulative frequency distribution of advisors,exp-284,"{'transform': [{'sort': [{'field': 'unnamed: 0'}], 'window': [{'op': 'count', 'field': 'count', 'as': 'Cumulative Count'}], 'frame': [None, 0]}], 'mark': {'type': 'area'}, 'encoding': {'x': {'field': 'unnamed: 0', 'type': 'quantitative'}, 'y': {'field': 'Cumulative Count', 'type': 'quantitative'}}, 'data': {'url': 'currency.json'}}",currency,exp-284,exp-284
