id,utterance,dataset,gt,gtId,maintable,dataset2
VIS_3442,Can you give me a bar chart to show the name and membership level of the visitors whose membership level is higher than 4.,museum_visit_visitor,"{'data': {'url': 'visitor.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'nominal'}, 'y': {'field': 'level_of_membership', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.level_of_membership > 4.0'}], 'mark': 'bar'}",VIS_3442,museum_visit_visitor,VIS_3442
VIS_3328,What are the number of the dates with a maximum temperature higher than 85?,bike_1_weather,"{'data': {'url': 'weather.csv'}, 'encoding': {'x': {'field': 'date', 'type': 'ordinal', 'timeUnit': 'year'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date'}}, 'transform': [{'filter': 'datum.max_temperature_f > 85.0'}], 'mark': 'bar'}",VIS_3328,bike_1_weather,VIS_3328
VIS_4852,"Show the number of different competition types with a bar graph, list in asc by the Y please.",sports_competition_competition,"{'data': {'url': 'competition.csv'}, 'encoding': {'x': {'field': 'competition_type', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'competition_type'}}, 'transform': [], 'mark': 'bar'}",VIS_4852,sports_competition_competition,VIS_4852
VIS_963,"For each year, return the year and the average number of attendance at home games, and I want to list by the X in desc please.",baseball_1_home_game,"{'data': {'url': 'home_game.csv'}, 'encoding': {'x': {'field': 'year', 'type': 'ordinal', 'sort': 'descending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'attendance'}}, 'transform': [], 'mark': 'line'}",VIS_963,baseball_1_home_game,VIS_963
VIS_3690,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, a line chart shows the trend of  commission_pct over  hire_date .",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal'}, 'y': {'field': 'commission_pct', 'type': 'quantitative'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'line'}",VIS_3690,hr_1_employees,VIS_3690
VIS_5883,"Bar graph to show the total number from different address, I want to display names from low to high order.",coffee_shop_member,"{'data': {'url': 'member.csv'}, 'encoding': {'x': {'field': 'address', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_5883,coffee_shop_member,VIS_5883
VIS_1786,"List the number of the phone numbers of all employees, and sort in descending by the names.",chinook_1_employee,"{'data': {'url': 'employee.csv'}, 'encoding': {'x': {'field': 'phone', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'phone'}}, 'transform': [], 'mark': 'bar'}",VIS_1786,chinook_1_employee,VIS_1786
VIS_5012,"For those employees who was hired before 2002-06-21, find job_id and the average of employee_id , and group by attribute job_id, and visualize them by a bar chart, and I want to sort y-axis in descending order.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'employee_id'}}, 'transform': [{'filter': 'datetime(datum.hire_date) < datetime(2002,6,21)'}], 'mark': 'bar'}",VIS_5012,hr_1_employees,VIS_5012
VIS_2351,"For all employees who have the letters D or S in their first name, draw a bar chart about the distribution of hire_date and the sum of salary bin hire_date by time, could you sort from high to low by the Y please?",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'month', 'sort': '-y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'salary'}}, 'transform': [{'filter': {'or': [""test(regexp('.*D.*$'), datum.first_name)"", ""test(regexp('.*S.*$'), datum.first_name)""]}}], 'mark': 'bar'}",VIS_2351,hr_1_employees,VIS_2351
VIS_3908,Show the number of documents in different ending date and bin ending date by weekday with a bar chart.,cre_doc_tracking_db_document_locations,"{'data': {'url': 'document_locations.csv'}, 'encoding': {'x': {'field': 'date_in_locaton_to', 'type': 'ordinal', 'timeUnit': 'day'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_in_locaton_to'}}, 'transform': [], 'mark': 'bar'}",VIS_3908,cre_doc_tracking_db_document_locations,VIS_3908
VIS_5071,"Bar chart x axis location y axis the average of number of platforms, and rank total number in descending order.",train_station_station,"{'data': {'url': 'station.csv'}, 'encoding': {'x': {'field': 'location', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'number_of_platforms'}}, 'transform': [], 'mark': 'bar'}",VIS_5071,train_station_station,VIS_5071
VIS_2148,Show how many movies did each director direct in a bar chart.,culture_company_movie,"{'data': {'url': 'movie.csv'}, 'encoding': {'x': {'field': 'director', 'type': 'ordinal', 'sort': {'field': 'budget_million', 'order': 'ascending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'director'}}, 'transform': [], 'mark': 'bar'}",VIS_2148,culture_company_movie,VIS_2148
VIS_5149,"What is the average age of male students in each city? Draw a bar chart, could you list in descending by the total number please?",dorm_1_student,"{'data': {'url': 'student.csv'}, 'encoding': {'x': {'field': 'city_code', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'age'}}, 'transform': [{'filter': ""datum.sex == 'M'""}], 'mark': 'bar'}",VIS_5149,dorm_1_student,VIS_5149
VIS_5333,"Show the number of singers in each country with a bar chart, display by the the number of country in asc.",concert_singer_singer,"{'data': {'url': 'singer.csv'}, 'encoding': {'x': {'field': 'country', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'country'}}, 'transform': [], 'mark': 'bar'}",VIS_5333,concert_singer_singer,VIS_5333
VIS_511,"Show a bar chart about the number of results of the battles when the bulgarian commander is not 'Boril', and order names in descending order.",battle_death_battle,"{'data': {'url': 'battle.csv'}, 'encoding': {'x': {'field': 'result', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'result'}}, 'transform': [{'filter': ""datum.bulgarian_commander != 'Boril'""}], 'mark': 'bar'}",VIS_511,battle_death_battle,VIS_511
VIS_2779,"A bar chart that computes the total number of wines with a price is bigger than 100 Next, Bin the year into the weekday interval, and I want to rank by the y axis in desc please.",wine_1_wine,"{'data': {'url': 'wine.csv'}, 'encoding': {'x': {'field': 'year', 'type': 'ordinal', 'timeUnit': 'day', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'year'}}, 'transform': [{'filter': 'datum.price > 100.0'}], 'mark': 'bar'}",VIS_2779,wine_1_wine,VIS_2779
VIS_2882,"Give me a bar chart for how many name of each name, could you show x-axis from low to high order please?",railway_train,"{'data': {'url': 'train.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'name'}}, 'transform': [], 'mark': 'bar'}",VIS_2882,railway_train,VIS_2882
VIS_1306,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, give me the comparison about the sum of salary over the job_id , and group by attribute job_id by a bar chart, and list X in asc order.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'salary'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'bar'}",VIS_1306,hr_1_employees,VIS_1306
VIS_3700,Give me a histogram for what are the different parties of representative? Show the party name and the number of representatives in each party.,election_representative_representative,"{'data': {'url': 'representative.csv'}, 'encoding': {'x': {'field': 'party', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_3700,election_representative_representative,VIS_3700
VIS_5182,List each test result and its count in descending order of count by a pie chart.,e_learning_student_tests_taken,"{'data': {'url': 'student_tests_taken.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'type': 'quantitative'}, 'color': {'field': 'test_result', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_5182,e_learning_student_tests_taken,VIS_5182
VIS_6083,"Tell me how many cinemas open for each year in a bar chart, and sort Y in ascending order please.",cinema_cinema,"{'data': {'url': 'cinema.csv'}, 'encoding': {'x': {'field': 'openning_year', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'openning_year'}}, 'transform': [], 'mark': 'bar'}",VIS_6083,cinema_cinema,VIS_6083
VIS_7228,"For each city, return the highest latitude among its stations. Show a pie chart.",bike_1_station,"{'data': {'url': 'station.csv'}, 'encoding': {'theta': {'aggregate': 'max', 'field': 'lat', 'type': 'quantitative'}, 'color': {'field': 'city', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_7228,bike_1_station,VIS_7228
VIS_1983,A bar chart for listing the number of the venues of debates in ascending order of the number of audience.,debate_debate,"{'data': {'url': 'debate.csv'}, 'encoding': {'x': {'field': 'venue', 'type': 'ordinal', 'sort': {'field': 'num_of_audience', 'order': 'ascending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'venue'}}, 'transform': [], 'mark': 'bar'}",VIS_1983,debate_debate,VIS_1983
VIS_1461,"Bar graph to show age from different name, list x axis in asc order.",school_bus_driver,"{'data': {'url': 'driver.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'field': 'age', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_1461,school_bus_driver,VIS_1461
VIS_3577,Return a bar chart about the distribution of  date_address_to and the amount of date_address_to bin date_address_to by weekday.,behavior_monitoring_student_addresses,"{'data': {'url': 'student_addresses.csv'}, 'encoding': {'x': {'field': 'date_address_to', 'type': 'ordinal', 'timeUnit': 'day', 'sort': {'field': 'monthly_rental', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_address_to'}}, 'transform': [], 'mark': 'bar'}",VIS_3577,behavior_monitoring_student_addresses,VIS_3577
VIS_6048,"Give me the comparison about the sum of meter_100 over the meter_200 , and group by attribute meter_200, and could you list x-axis from high to low order?",swimming_swimmer,"{'data': {'url': 'swimmer.csv'}, 'encoding': {'x': {'field': 'meter_200', 'type': 'ordinal', 'sort': 'descending'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'meter_100'}}, 'transform': [], 'mark': 'bar'}",VIS_6048,swimming_swimmer,VIS_6048
VIS_4493,List the dog name and age of the dogs who have been abandoned in a bar chart.,dog_kennels_dogs,"{'data': {'url': 'dogs.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'nominal'}, 'y': {'field': 'age', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.abandoned_yn == 1.0'}], 'mark': 'bar'}",VIS_4493,dog_kennels_dogs,VIS_4493
VIS_6585,"For all storms with at least 1 death, compare the number of deaths by name, and I want to order by the names from high to low.",storm_record_storm,"{'data': {'url': 'storm.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'nominal', 'sort': 'descending'}, 'y': {'field': 'number_deaths', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.number_deaths >= 1.0'}], 'mark': 'bar'}",VIS_6585,storm_record_storm,VIS_6585
VIS_5152,"For all employees who have the letters D or S in their first name, give me the comparison about the sum of manager_id over the hire_date bin hire_date by time by a bar chart, and show in ascending by the y-axis please.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'month', 'sort': 'y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'manager_id'}}, 'transform': [{'filter': {'or': [""test(regexp('.*D.*$'), datum.first_name)"", ""test(regexp('.*S.*$'), datum.first_name)""]}}], 'mark': 'bar'}",VIS_5152,hr_1_employees,VIS_5152
VIS_3778,"Show maximal lat from each city, and could you list by the total number in asc?",bike_1_station,"{'data': {'url': 'station.csv'}, 'encoding': {'x': {'field': 'city', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'max', 'type': 'quantitative', 'field': 'lat'}}, 'transform': [], 'mark': 'bar'}",VIS_3778,bike_1_station,VIS_3778
VIS_4641,"Draw a scatter chart about the correlation between  Team_ID and  All_Games_Percent , and group by attribute All_Home.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'team_id', 'type': 'quantitative'}, 'y': {'field': 'all_games_percent', 'type': 'quantitative'}, 'color': {'field': 'all_home', 'type': 'nominal'}}, 'transform': [], 'mark': 'point'}",VIS_4641,university_basketball_basketball_match,VIS_4641
VIS_28,How many departments whose budget is more than the average budget in each building? Show me a bar chart.,college_2_department,"{'data': {'url': 'department.csv'}, 'encoding': {'x': {'field': 'building', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'building'}}, 'transform': [{'joinaggregate': [{'op': 'mean', 'field': 'budget', 'as': 'budget_avg'}]}, {'filter': 'datum.budget > datum.budget_avg'}], 'mark': 'bar'}",VIS_28,college_2_department,VIS_28
VIS_6757,"Visualize a bar chart about the distribution of  ACC_Road and the average of School_ID , and group by attribute ACC_Road.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'acc_road', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'school_id'}}, 'transform': [], 'mark': 'bar'}",VIS_6757,university_basketball_basketball_match,VIS_6757
VIS_6867,"What is the maximum price of wines in each year?, sort in desc by the Year.",wine_1_wine,"{'data': {'url': 'wine.csv'}, 'encoding': {'x': {'field': 'year', 'type': 'ordinal', 'sort': 'descending'}, 'y': {'aggregate': 'max', 'type': 'quantitative', 'field': 'price'}}, 'transform': [], 'mark': 'line'}",VIS_6867,wine_1_wine,VIS_6867
VIS_2899,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, draw a bar chart about the distribution of  hire_date and the sum of department_id bin hire_date by time.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'month'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'department_id'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'bar'}",VIS_2899,hr_1_employees,VIS_2899
VIS_2762,"Find ACC_Road and Team_ID , and group by attribute ACC_Home, and visualize them by a bar chart, and could you show X in descending order?",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'acc_road', 'type': 'nominal', 'sort': 'descending'}, 'y': {'field': 'team_id', 'type': 'quantitative'}, 'color': {'field': 'acc_home', 'type': 'nominal'}}, 'transform': [], 'mark': 'bar'}",VIS_2762,university_basketball_basketball_match,VIS_2762
